query_id,query,expected_omics_type,expected_constraints,pool_id,accession,source,reported_omics_type,title,description,organism,sample_count,disease,tissue,source_url,annotator_label,annotator_notes
S01,liver cirrhosis single-cell atlas,single_cell,disease=cirrhosis; tissue=liver; assay=single-cell,667f9e6a09c56e43,febdaddd-ad3c-4f4a-820f-ade15c48545a,hca,single_cell,A Single-Cell Atlas Of Human Pediatric Liver Reveals Age-Related Hepatic Gene Signatures,"The liver plays a critical role in metabolism and immune function, yet the contributions of its heterogeneous cell types to these processes remain unclear. While most liver studies focus on adults, pediatric liver diseases often present differently, underscoring the need for age-specific research.To better understand cellular drivers of childhood liver diseases, we generated single-cell RNA-seq (scRNA-seq) maps of the normal pediatric liver and used this map to examine disease-related populations in biopsies from pediatric patients with Intestinal Failure-Associated Liver Disease (IFALD). The normal pediatric liver map consists of 42,660 cells from 9 donors under 17 years of age. Compared to normal adult liver (26,372 cells; 7 donors, age 26-69) pediatric livers exhibited differences in myeloid populations. Specifically, pediatric Kupffer-like cells (MARCO+C1QA+VSIG4+) exhibited higher expression of immune activation genes, including CCL4, CCL3 and IL1B. In vitro stimulation confirmed more IL-1β secreting myeloid cells in pediatric versus adult livers, supporting these findings. Using the pediatric atlas as a reference, we analyzed three IFALD biopsies (11,969 cells; 3 donors, under 9 years of age) and identified increased expression of fibrosis-associated genes (e.g., LY96) in Kupffer-like cells. Additionally, mesenchymal cells in IFALD showed fibrotic gene modules resembling adult liver cells more than healthy pediatric cells. These signatures, undetectable when comparing IFALD to adult liver alone, highlighting the value of a pediatric map. Taken together, our healthy pediatric liver atlas reveals distinct age-related signatures and provides background against which to interpret pediatric liver disease data.",Homo sapiens,15,liver disorder,left lobe of liver; liver; blood; right lobe of liver; caudate lobe of liver,https://data.humancellatlas.org/explore/projects/febdaddd-ad3c-4f4a-820f-ade15c48545a,1,missing disease
S10,mouse retina single-cell atlas,single_cell,tissue=retina; organism=mouse; assay=single-cell,cc293fb639746149,2f4c738f-e2f3-4553-9db2-0582a38ea4dc,cellxgene,single_cell,Cell Types of the Human Retina and Its Organoids at Single-Cell Resolution,"Human organoids recapitulating the cell-type diversity and function of their target organ are valuable for basic and translational research. We developed light-sensitive human retinal organoids with multiple nuclear and synaptic layers and functional synapses. We sequenced the RNA of 285,441 single cells from these organoids at seven developmental time points and from the periphery, fovea, pigment epithelium and choroid of light-responsive adult human retinas, and performed histochemistry. Cell types in organoids matured in vitro to a stable “developed” state at a rate similar to human retina development in vivo. Transcriptomes of organoid cell types converged toward the transcriptomes of adult peripheral retinal cell types. Expression of disease-associated genes was cell-type-specific in adult retina, and cell-type specificity was retained in organoids. We implicate unexpected cell types in diseases such as macular degeneration. This resource identifies cellular targets for studying disease mechanisms in organoids and for targeted repair in human retinas.",Homo sapiens,0,,,https://cellxgene.cziscience.com/collections/2f4c738f-e2f3-4553-9db2-0582a38ea4dc,2,
MG07,antibiotic treated mouse gut metagenomics,metagenomics,condition=antibiotic treatment; organism=mouse; omics=metagenomics,c8faffdb464a46e4,MTBLS14063,metabolights_dataset,Metabolomics,Multi-omics and intervention analyses reveal a hindgut microbiota–secondary bile acid–mammary axis linked to milk yield in dairy cows_Mus musculus_Serum,"<p>Background</p><p>In large scale dairy farming systems, maintaining stable milk yield post-lactation peak is crucial for dairy farms’ economic benefits. While sufficient evidence shows the microbiota profoundly impacts host production efficiency, the specific mechanisms by which hindgut microbiota support mid lactation milk performance via host-microbe interactions remain unclear. This study focused on the hindgut microbial ecosystem. By analyzing hindgut microbial composition and metabolic differences between high and low yield cows during mid-lactation, and conducting metabolite intervention, we clarified the biological mechanism by which hindgut microbiota regulates milk production through host interactions.</p><p>Results</p><p>Shotgun metagenomics, untargeted metabolomics, and targeted metabolomics of high versus normal-yield cows revealed that high-yield animals harbored distinct hindgut microbial communities enriched in bile salt hydrolase–positive taxa, and elevated levels of deoxycholic acid (DCA). Fecal microbiota transplantation from high-yield donors into antibiotic-treated recipient mice increased their milk production, accompanied by a shift in circulating bile acid profiles towards higher DCA. Oral administration of DCA to antibiotic-treated mice partially recapitulated these mammary and lactation phenotypes, supporting a causal contribution of bile acids downstream of the microbiota. In lactating cows, supplementation with a rumen-protected DCA formulation enhanced cumulative energy-corrected milk yield and tended to increase daily milk yield. DCA can directly upregulate the expression of genes related to the cell cycle progression in dairy cow mammary glands, thereby promoting and maintaining the activity of mammary epithelial cells in mid-lactation cows to support milk production.</p><p>Conclusions</p><p>Our multi-layered evidence demonstrates that hindgut microbiota-derived secondary bile acids, particularly DCA, act along a gut–mammary axis to e",,,,,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS14063,1,partial constraint match
T12,tuberculosis macrophage RNA-seq,transcriptomics,disease=tuberculosis; cell=macrophage; assay=RNA-seq,77e7c58d0300e864,E-MTAB-5218,biostudies-arrayexpress,Transcriptomics,"4-week mouse comparative study on effect of neutralizing IL-17A, IL-17F and TNFa antibodies","Molecular profiling of effect of TNFÎ± neutralization in contrast to anti-IL-17A or anti-IL-17F treatment for 28 days in lungs of M. tuberculosis infected C57BL/6 mice. Animals were treated once per week (starting day-1) with anti-mouse IL-17A or IL-17F antibodies (20 mg/kg i.p.), anti-mouse TNFÎ± antibody (10 mg/kg), respective isotype control antibodies. Moreover, infected and non-infected TNFÎ±-deficient mice were also analysed. Gene expression data revealed major changes of inflammatory and immune gene expression signatures 4 weeks post-infection (including host-pathogen interactions, macrophage recruitment, activation and polarization, host-anti-mycobacterial activities, immunomodulatory responses and extracellular matrix metallopeptidases) after TNFÎ± blockade, while IL-17A or IL-17F neutralization elicited only mild changes of few genes without impaired host resistance four weeks after M. tuberculosis infection.",Mus musculus,,,,https://www.omicsdi.org/dataset/biostudies-arrayexpress/E-MTAB-5218,2,
MO07,sepsis transcriptome proteome multi-omics,multi_omics,disease=sepsis; modalities=transcriptome and proteome,2f6e84fba79e5e98,PDC000400,cptac,proteomics,AML Ex Vivo Drug Response - Sorafenib Treatment - Proteome,Acute Myeloid Leukemia;Other proteome using TMT10 from Clinical Proteomic Tumor Analysis Consortium proteomics study,Homo sapiens,5,Acute Myeloid Leukemia;Other,Hematopoietic and reticuloendothelial systems;Not Reported,https://pdc.cancer.gov/pdc/study/PDC000400,1,"correct topic, wrong omics"
MO07,sepsis transcriptome proteome multi-omics,multi_omics,disease=sepsis; modalities=transcriptome and proteome,14053ce97cf7aeab,PDC000641,cptac,proteomics,CPTAC-KF-CCDI-Pediatric T-ALL Study - Phosphoproteome,Acute Lymphoblastic Leukemia;Other phosphoproteome using TMT18 from CPTAC-Kids First-Childhood Cancer Data Initiative proteomics study,Homo sapiens,114,Acute Lymphoblastic Leukemia;Other,Blood;Bone Marrow;Not Reported,https://pdc.cancer.gov/pdc/study/PDC000641,0,not relevant
MG08,MG-RAST wastewater microbiome,metagenomics,source=MG-RAST; biome=wastewater; omics=metagenomics,85965c2880f800fb,PRJNA1145323,ena,metagenomics,Characterizacion of the anode microbiome of a microbial fuel cell treating real wastewater,"We used amplicon sequencing, metagenomics, and metatranscriptomics to characterize the impact of three salinity levels (3.5, 7, and 15 g/L NaCl) on the anode microbiome of a MFC treating real wastewater at different time points.",,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA1145323,2,
EPI08,neuronal differentiation ATAC-seq,epigenomics,process=neuronal differentiation; assay=ATAC-seq,3e9e0b015b2731b9,GSE229489,geo,epigenomics,Mitochondria drive neuronal differentiation by metabolising nuclear-encoded RNA [ATAC-seq],"In this study, we show that within minutes of exposure to differentiation cues and activation of the electron transport chain, the mitochondrial outer membrane transiently fuses with the nuclear membrane of neural progenitors, leading to efflux of the nuclear-encoded RNAs (neRNA) into the positively charged mitochondrial intermembrane space. Subsequent degradation of mitochondrial neRNAs by Polynucleotide phosphorylase 1 (Pnpt1) residing in the intermembrane space curbs the transcriptomic memory...",Mus musculus,5,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE229489,2,
MO01,rheumatoid arthritis synovium multi-omics,multi_omics,disease=rheumatoid arthritis; tissue=synovium; omics=multi-omics,cf2e2c50364e9ffe,S-EPMC10485835,biostudies-literature,Unknown,Multi-omics analysis identifies IgG2b class-switching with ALCAM-CD6 co-stimulation in joint-draining lymph nodes during advanced inflammatory-erosive arthritis.,,,,,,https://www.omicsdi.org/dataset/biostudies-literature/S-EPMC10485835,1,missing disease
T09,GTEx pancreas expression QTL,transcriptomics,context=reference expression; tissue=pancreas; analysis=eQTL,e3eff0fc8aa767d8,PDC000633,cptac,proteomics,IPMN Study - Cyst Fluid Glycoproteome,"Cystic, Mucinous and Serous Neoplasms glycoproteome using Label Free from Clinical Proteomic Tumor Analysis Consortium proteomics study",Homo sapiens,32,"Cystic, Mucinous and Serous Neoplasms",Pancreas,https://pdc.cancer.gov/pdc/study/PDC000633,0,wrong omics
T10,drug treated hepatocyte transcriptome toxicity,transcriptomics,disease=drug toxicity; tissue=hepatocyte; omics=transcriptomics,2f88b849d2515948,PRJNA525409,ena,genomics,Gene expression and epigenetic alterations in human hepatocytes treated with low doses of chemical carcinogens,"The increasing number of man-made chemicals in the environment that may pose a carcinogenic risk emphasizes the need for the development of reliable time- and cost-effective approaches for carcinogen detection. To address this issue, we have investigated the utility of human hepatocytes for the in vitro identification of genotoxic and non-genotoxic carcinogens. Induced pluripotent stem cell (iPSC)-derived human hepatocytes were treated with the genotoxic carcinogens aflatoxin B1 (AFB1) and benzo[a]pyrene (B[a]P) and with the non-genotoxic liver carcinogen methapyrilene at non-cytotoxic concentrations for 7 days, and transcriptomic profile was examined. 1569 (892 protein-coding and 677 non-coding), 1693 (922 protein-coding and 771 non-coding), and 2061 (1462 protein-coding and 599 non-coding) differentially expressed genes were detected in cells treated with AFB1, B[a]P, and methapyrilene, respectively. Additionally, we examined the toxicogenomics response to AFB1, B[a]P, and methapyrilene exposure in human HepaRG cells and demonstrated that carcinogens had a less prominent effect on the cellular transcriptome as compared to that in human iPSC-derived hepatocytes. Overall, the results demonstrate that the prime non-genotoxic effect of exposure to carcinogens, regardless of their mode of action, in short-term in vitro testing is a profound global transcriptome response, indicating a greater value of toxicogenomics for rapid carcinogen screening in vitro. Overall design: iPSC-derived human hepatocytes (on the 4th day after seeding) were treated with 0.2 µM AFB1 or AFB2, 1 µM B[a]P or B[e]P, or 20 µM methapyrilene for 7 consecutive days.",Homo sapiens,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA525409,0,not relevant
